country,report_year,occurrence,human_cases,human_deaths
Cabo Verde,2018,disease_absent,empty,empty
Costa Rica,2005,disease_absent,empty,empty
Costa Rica,2007,disease_absent,empty,empty
Costa Rica,2008,disease_absent,empty,empty
Costa Rica,2009,disease_absent,empty,empty
Costa Rica,2010,disease_absent,empty,empty
Costa Rica,2011,disease_absent,empty,empty
Costa Rica,2012,disease_absent,empty,empty
Costa Rica,2013,disease_absent,empty,empty
Costa Rica,2014,disease_absent,empty,empty
Costa Rica,2016,disease_absent,empty,empty
Costa Rica,2017,disease_absent,empty,empty
Costa Rica,2018,disease_absent,empty,empty
Cuba,2007,disease_absent,empty,empty
Cuba,2009,disease_absent,empty,empty
Cuba,2010,disease_absent,empty,empty
Cuba,2011,disease_absent,empty,empty
Cuba,2012,disease_absent,empty,empty
Cuba,2013,disease_absent,empty,empty
Cuba,2014,disease_absent,empty,empty
Cuba,2016,disease_absent,empty,empty
Cuba,2017,disease_absent,empty,empty
Cuba,2018,disease_absent,empty,empty
Cayman Islands,2018,disease_absent,empty,empty
Cyprus,2007,disease_absent,empty,empty
Cyprus,2008,disease_absent,empty,empty
Cyprus,2009,disease_absent,empty,empty
Cyprus,2010,disease_absent,empty,empty
Cyprus,2011,disease_absent,empty,empty
Cyprus,2012,disease_absent,empty,empty
Cyprus,2013,disease_absent,empty,empty
Cyprus,2014,disease_absent,empty,empty
Cyprus,2015,disease_absent,empty,empty
Cyprus,2016,disease_absent,empty,empty
Cyprus,2017,disease_absent,empty,empty
Cyprus,2018,disease_absent,empty,empty
Czech Republic,2005,disease_absent,empty,empty
Czech Republic,2006,disease_absent,empty,empty
Czech Republic,2007,disease_absent,empty,empty
Czech Republic,2008,disease_absent,empty,empty
Czech Republic,2010,disease_absent,empty,empty
Czech Republic,2011,disease_absent,empty,empty
Czech Republic,2012,disease_absent,empty,empty
Czech Republic,2013,disease_absent,empty,empty
Czech Republic,2014,disease_absent,empty,empty
Czech Republic,2015,disease_absent,empty,empty
Czech Republic,2016,disease_absent,empty,empty
Czech Republic,2017,disease_absent,empty,empty
Germany,2005,disease_absent,empty,empty
Germany,2006,disease_absent,empty,empty
Germany,2007,disease_absent,empty,empty
Germany,2013,disease_absent,empty,empty
Germany,2014,disease_absent,empty,empty
Germany,2015,disease_absent,empty,empty
Germany,2016,disease_absent,empty,empty
Germany,2017,disease_absent,empty,empty
Germany,2018,disease_absent,empty,empty
Denmark,2005,disease_absent,empty,empty
Denmark,2007,disease_absent,empty,empty
Denmark,2008,disease_absent,empty,empty
Denmark,2009,disease_absent,empty,empty
Denmark,2010,disease_absent,empty,empty
Denmark,2011,disease_absent,empty,empty
Denmark,2012,disease_absent,empty,empty
Denmark,2015,disease_absent,empty,empty
Denmark,2017,disease_absent,empty,empty
Denmark,2018,disease_absent,empty,empty
Dominican Republic,2005,disease_absent,empty,empty
Dominican Republic,2006,disease_absent,empty,empty
Dominican Republic,2007,disease_absent,empty,empty
Dominican Republic,2008,disease_absent,empty,empty
Dominican Republic,2011,disease_absent,empty,empty
Dominican Republic,2012,disease_absent,empty,empty
Dominican Republic,2014,disease_absent,empty,empty
Dominican Republic,2015,disease_absent,empty,empty
Dominican Republic,2016,disease_absent,empty,empty
Dominican Republic,2017,disease_absent,empty,empty
Algeria,2005,disease_absent,empty,empty
Algeria,2006,disease_absent,empty,empty
Algeria,2007,disease_absent,empty,empty
Algeria,2008,disease_absent,empty,empty
Algeria,2009,disease_absent,empty,empty
Algeria,2010,disease_absent,empty,empty
Algeria,2011,disease_absent,empty,empty
Algeria,2012,disease_absent,empty,empty
Algeria,2013,disease_absent,empty,empty
Algeria,2014,disease_absent,empty,empty
Algeria,2015,disease_absent,empty,empty
Ecuador,2005,disease_absent,empty,empty
Ecuador,2018,disease_absent,empty,empty
Egypt,2012,disease_absent,empty,empty
Egypt,2013,disease_absent,empty,empty
Egypt,2017,disease_absent,empty,empty
Eritrea,2005,disease_absent,empty,empty
Eritrea,2009,disease_absent,empty,empty
Eritrea,2011,disease_absent,empty,empty
Eritrea,2012,disease_absent,empty,empty
Eritrea,2013,disease_absent,empty,empty
Eritrea,2014,disease_absent,empty,empty
Eritrea,2015,disease_absent,empty,empty
Eritrea,2016,disease_absent,empty,empty
Eritrea,2017,disease_absent,empty,empty
Eritrea,2018,disease_absent,empty,empty
Spain,2005,disease_absent,empty,empty
Spain,2006,disease_absent,empty,empty
Spain,2007,disease_absent,empty,empty
Spain,2008,disease_absent,empty,empty
Spain,2009,disease_absent,empty,empty
Spain,2010,disease_absent,empty,empty
Spain,2011,disease_absent,empty,empty
Spain,2012,disease_absent,empty,empty
Spain,2013,disease_absent,empty,empty
Spain,2014,disease_absent,empty,empty
Spain,2015,disease_absent,empty,empty
Estonia,2005,disease_absent,empty,empty
Estonia,2006,disease_absent,empty,empty
Estonia,2010,disease_absent,empty,empty
Estonia,2011,disease_absent,empty,empty
Estonia,2012,disease_absent,empty,empty
Estonia,2013,disease_absent,empty,empty
Estonia,2014,disease_absent,empty,empty
Estonia,2015,disease_absent,empty,empty
Estonia,2016,disease_absent,empty,empty
Estonia,2018,disease_absent,empty,empty
Ethiopia,2005,disease_absent,empty,empty
Ethiopia,2006,disease_absent,empty,empty
Ethiopia,2007,disease_absent,empty,empty
Ethiopia,2008,disease_absent,empty,empty
Ethiopia,2009,disease_absent,empty,empty
Finland,2005,disease_absent,empty,empty
Fiji,2012,disease_absent,empty,empty
Fiji,2013,disease_absent,empty,empty
Fiji,2014,disease_absent,empty,empty
Fiji,2017,disease_absent,empty,empty
Fiji,2018,disease_absent,empty,empty
Falkland Islands (Malvinas),2005,disease_absent,empty,empty
Falkland Islands (Malvinas),2007,disease_absent,empty,empty
Falkland Islands (Malvinas),2008,disease_absent,empty,empty
Falkland Islands (Malvinas),2009,disease_absent,empty,empty
Falkland Islands (Malvinas),2012,disease_absent,empty,empty
Falkland Islands (Malvinas),2013,disease_absent,empty,empty
Falkland Islands (Malvinas),2014,disease_absent,empty,empty
Falkland Islands (Malvinas),2015,disease_absent,empty,empty
Falkland Islands (Malvinas),2016,disease_absent,empty,empty
Falkland Islands (Malvinas),2017,disease_absent,empty,empty
France,2005,disease_absent,empty,empty
France,2006,disease_absent,empty,empty
France,2007,disease_absent,empty,empty
France,2008,disease_absent,empty,empty
France,2009,disease_absent,empty,empty
France,2010,disease_absent,empty,empty
France,2011,disease_absent,empty,empty
France,2013,disease_absent,empty,empty
France,2014,disease_absent,empty,empty
France,2015,disease_absent,empty,empty
France,2016,disease_absent,empty,empty
France,2017,disease_absent,empty,empty
Micronesia (Federated States),2010,disease_absent,empty,empty
Micronesia (Federated States),2012,disease_absent,empty,empty
Micronesia (Federated States),2013,disease_absent,empty,empty
Micronesia (Federated States),2014,disease_absent,empty,empty
United Kingdom,2005,disease_absent,empty,empty
United Kingdom,2007,disease_absent,empty,empty
United Kingdom,2009,disease_absent,empty,empty
United Kingdom,2011,disease_absent,empty,empty
United Kingdom,2013,disease_absent,empty,empty
United Kingdom,2015,disease_absent,empty,empty
United Kingdom,2016,disease_absent,empty,empty
United Kingdom,2017,disease_absent,empty,empty
Georgia,2005,disease_absent,empty,empty
Georgia,2006,disease_absent,empty,empty
Georgia,2007,disease_absent,empty,empty
Georgia,2008,disease_absent,empty,empty
Georgia,2010,disease_absent,empty,empty
Georgia,2011,disease_absent,empty,empty
Guadeloupe (France),2008,disease_absent,empty,empty
Guadeloupe (France),2009,disease_absent,empty,empty
Guadeloupe (France),2010,disease_absent,empty,empty
Guadeloupe (France),2012,disease_absent,empty,empty
Guadeloupe (France),2013,disease_absent,empty,empty
Guadeloupe (France),2014,disease_absent,empty,empty
Guadeloupe (France),2015,disease_absent,empty,empty
Guadeloupe (France),2016,disease_absent,empty,empty
Guadeloupe (France),2017,disease_absent,empty,empty
Equatorial Guinea,2009,disease_absent,empty,empty
Equatorial Guinea,2010,disease_absent,empty,empty
Greece,2005,disease_absent,empty,empty
Greece,2006,disease_absent,empty,empty
Greece,2007,disease_absent,empty,empty
Greece,2009,disease_absent,empty,empty
Greece,2010,disease_absent,empty,empty
Greece,2011,disease_absent,empty,empty
Greece,2013,disease_absent,empty,empty
Greece,2014,disease_absent,empty,empty
Greece,2015,disease_absent,empty,empty
Greenland,2007,disease_absent,empty,empty
Greenland,2008,disease_absent,empty,empty
Greenland,2009,disease_absent,empty,empty
Greenland,2010,disease_absent,empty,empty
Greenland,2011,disease_absent,empty,empty
Greenland,2018,disease_absent,empty,empty
Guatemala,2005,disease_absent,empty,empty
Guatemala,2007,disease_absent,empty,empty
Guatemala,2009,disease_absent,empty,empty
Guatemala,2011,disease_absent,empty,empty
Guatemala,2012,disease_absent,empty,empty
Guatemala,2013,disease_absent,empty,empty
Guatemala,2014,disease_absent,empty,empty
Guatemala,2015,disease_absent,empty,empty
Guatemala,2016,disease_absent,empty,empty
Guatemala,2017,disease_absent,empty,empty
French Guiana,2007,disease_absent,empty,empty
French Guiana,2010,disease_absent,empty,empty
French Guiana,2011,disease_absent,empty,empty
French Guiana,2012,disease_absent,empty,empty
French Guiana,2013,disease_absent,empty,empty
French Guiana,2014,disease_absent,empty,empty
French Guiana,2015,disease_absent,empty,empty
French Guiana,2016,disease_absent,empty,empty
French Guiana,2017,disease_absent,empty,empty
Guyana,2015,disease_absent,empty,empty
Guyana,2016,disease_absent,empty,empty
Guyana,2018,disease_absent,empty,empty
Hong Kong (SAR - PRC),2008,disease_absent,empty,empty
Hong Kong (SAR - PRC),2009,disease_absent,empty,empty
Hong Kong (SAR - PRC),2010,disease_absent,empty,empty
Hong Kong (SAR - PRC),2011,disease_absent,empty,empty
Hong Kong (SAR - PRC),2012,disease_absent,empty,empty
Hong Kong (SAR - PRC),2013,disease_absent,empty,empty
Hong Kong (SAR - PRC),2014,disease_absent,empty,empty
Hong Kong (SAR - PRC),2015,disease_absent,empty,empty
Hong Kong (SAR - PRC),2016,disease_absent,empty,empty
Hong Kong (SAR - PRC),2017,disease_absent,empty,empty
Hong Kong (SAR - PRC),2018,disease_absent,empty,empty
Honduras,2006,disease_absent,empty,empty
Honduras,2011,disease_absent,empty,empty
Honduras,2012,disease_absent,empty,empty
Honduras,2013,disease_absent,empty,empty
Honduras,2014,disease_absent,empty,empty
Honduras,2015,disease_absent,empty,empty
Honduras,2016,disease_absent,empty,empty
Croatia,2005,disease_absent,empty,empty
Croatia,2006,disease_absent,empty,empty
Croatia,2007,disease_absent,empty,empty
Croatia,2008,disease_absent,empty,empty
Croatia,2009,disease_absent,empty,empty
Croatia,2010,disease_absent,empty,empty
Croatia,2011,disease_absent,empty,empty
Croatia,2012,disease_absent,empty,empty
Croatia,2013,disease_absent,empty,empty
Croatia,2014,disease_absent,empty,empty
Croatia,2015,disease_absent,empty,empty
Croatia,2016,disease_absent,empty,empty
Croatia,2017,disease_absent,empty,empty
Croatia,2018,disease_absent,empty,empty
Haiti,2013,disease_absent,empty,empty
Haiti,2014,disease_absent,empty,empty
Haiti,2015,disease_absent,empty,empty
Haiti,2016,disease_absent,empty,empty
Haiti,2017,disease_absent,empty,empty
Haiti,2018,disease_absent,empty,empty
Hungary,2008,disease_absent,empty,empty
Hungary,2009,disease_absent,empty,empty
Hungary,2010,disease_absent,empty,empty
Hungary,2011,disease_absent,empty,empty
Hungary,2012,disease_absent,empty,empty
Hungary,2013,disease_absent,empty,empty
Hungary,2014,disease_absent,empty,empty
Hungary,2015,disease_absent,empty,empty
Hungary,2016,disease_absent,empty,empty
Hungary,2017,disease_absent,empty,empty
Ireland,2005,disease_absent,empty,empty
Ireland,2006,disease_absent,empty,empty
Ireland,2007,disease_absent,empty,empty
Ireland,2008,disease_absent,empty,empty
Ireland,2009,disease_absent,empty,empty
Ireland,2010,disease_absent,empty,empty
Ireland,2011,disease_absent,empty,empty
Ireland,2012,disease_absent,empty,empty
Ireland,2013,disease_absent,empty,empty
Ireland,2014,disease_absent,empty,empty
Ireland,2015,disease_absent,empty,empty
Ireland,2016,disease_absent,empty,empty
Ireland,2017,disease_absent,empty,empty
Ireland,2018,disease_absent,empty,empty
Iraq,2010,disease_absent,empty,empty
Iraq,2011,disease_absent,empty,empty
Iraq,2012,disease_absent,empty,empty
Iraq,2016,disease_absent,empty,empty
Iraq,2017,disease_absent,empty,empty
Iceland,2007,disease_absent,empty,empty
Iceland,2008,disease_absent,empty,empty
Iceland,2009,disease_absent,empty,empty
Iceland,2010,disease_absent,empty,empty
Iceland,2011,disease_absent,empty,empty
Iceland,2012,disease_absent,empty,empty
Iceland,2013,disease_absent,empty,empty
Iceland,2014,disease_absent,empty,empty
Iceland,2015,disease_absent,empty,empty
Iceland,2016,disease_absent,empty,empty
Iceland,2017,disease_absent,empty,empty
Iceland,2018,disease_absent,empty,empty
Israel,2006,disease_absent,empty,empty
Israel,2007,disease_absent,empty,empty
Israel,2008,disease_absent,empty,empty
Israel,2009,disease_absent,empty,empty
Israel,2010,disease_absent,empty,empty
Israel,2011,disease_absent,empty,empty
Israel,2012,disease_absent,empty,empty
Israel,2013,disease_absent,empty,empty
Israel,2014,disease_absent,empty,empty
Israel,2017,disease_absent,empty,empty
Israel,2018,disease_absent,empty,empty
Jamaica,2014,disease_absent,empty,empty
Jamaica,2015,disease_absent,empty,empty
Jamaica,2017,disease_absent,empty,empty
Jamaica,2018,disease_absent,empty,empty
Jordan,2006,disease_absent,empty,empty
Jordan,2007,disease_absent,empty,empty
Jordan,2008,disease_absent,empty,empty
Jordan,2009,disease_absent,empty,empty
Jordan,2015,disease_absent,empty,empty
Jordan,2016,disease_absent,empty,empty
Jordan,2017,disease_absent,empty,empty
Japan,2005,disease_absent,empty,empty
Japan,2006,disease_absent,empty,empty
Japan,2009,disease_absent,empty,empty
Japan,2010,disease_absent,empty,empty
Japan,2011,disease_absent,empty,empty
Japan,2012,disease_absent,empty,empty
Japan,2013,disease_absent,empty,empty
Japan,2014,disease_absent,empty,empty
Japan,2015,disease_absent,empty,empty
Japan,2016,disease_absent,empty,empty
Japan,2017,disease_absent,empty,empty
Kazakhstan,2014,disease_absent,empty,empty
Kazakhstan,2016,disease_absent,empty,empty
Kazakhstan,2017,disease_absent,empty,empty
Kenya,2008,disease_absent,empty,empty
Kenya,2011,disease_absent,empty,empty
Kenya,2013,disease_absent,empty,empty
Kenya,2014,disease_absent,empty,empty
Kenya,2015,disease_absent,empty,empty
Kenya,2016,disease_absent,empty,empty
Kenya,2017,disease_absent,empty,empty
Kenya,2018,disease_absent,empty,empty
Kyrgyzstan,2009,disease_absent,empty,empty
Kyrgyzstan,2010,disease_absent,empty,empty
Kyrgyzstan,2011,disease_absent,empty,empty
Kyrgyzstan,2012,disease_absent,empty,empty
Kyrgyzstan,2013,disease_absent,empty,empty
Kyrgyzstan,2014,disease_absent,empty,empty
Kyrgyzstan,2015,disease_absent,empty,empty
Kyrgyzstan,2016,disease_absent,empty,empty
Kyrgyzstan,2017,disease_absent,empty,empty
Cambodia,2016,disease_absent,empty,empty
Cambodia,2018,disease_absent,empty,empty
Kiribati,2011,disease_absent,empty,empty
Kiribati,2013,disease_absent,empty,empty
St. Kitts and Nevis,2005,disease_absent,empty,empty
Korea (Rep. of),2015,disease_absent,empty,empty
Kuwait,2005,disease_absent,empty,empty
Kuwait,2006,disease_absent,empty,empty
Kuwait,2008,disease_absent,empty,empty
Kuwait,2018,disease_absent,empty,empty
Laos,2015,disease_absent,empty,empty
Laos,2016,disease_absent,empty,empty
Laos,2017,disease_absent,empty,empty
Laos,2018,disease_absent,empty,empty
Lebanon,2007,disease_absent,empty,empty
Lebanon,2008,disease_absent,empty,empty
Libya,2016,disease_absent,empty,empty
Libya,2017,disease_absent,empty,empty
St. Lucia,2018,disease_absent,empty,empty
Liechtenstein,2005,disease_absent,empty,empty
Liechtenstein,2006,disease_absent,empty,empty
Liechtenstein,2007,disease_absent,empty,empty
Liechtenstein,2008,disease_absent,empty,empty
Liechtenstein,2009,disease_absent,empty,empty
Liechtenstein,2014,disease_absent,empty,empty
Liechtenstein,2015,disease_absent,empty,empty
Liechtenstein,2016,disease_absent,empty,empty
Liechtenstein,2017,disease_absent,empty,empty
Sri Lanka,2008,disease_absent,empty,empty
Sri Lanka,2011,disease_absent,empty,empty
Sri Lanka,2012,disease_absent,empty,empty
Sri Lanka,2013,disease_absent,empty,empty
Sri Lanka,2014,disease_absent,empty,empty
Sri Lanka,2015,disease_absent,empty,empty
Sri Lanka,2016,disease_absent,empty,empty
Sri Lanka,2017,disease_absent,empty,empty
Sri Lanka,2018,disease_absent,empty,empty
Lesotho,2010,disease_absent,empty,empty
Lithuania,2005,disease_absent,empty,empty
Lithuania,2006,disease_absent,empty,empty
Lithuania,2007,disease_absent,empty,empty
Lithuania,2008,disease_absent,empty,empty
Lithuania,2009,disease_absent,empty,empty
Lithuania,2010,disease_absent,empty,empty
Lithuania,2011,disease_absent,empty,empty
Lithuania,2012,disease_absent,empty,empty
Lithuania,2013,disease_absent,empty,empty
Lithuania,2014,disease_absent,empty,empty
Lithuania,2015,disease_absent,empty,empty
Lithuania,2016,disease_absent,empty,empty
Lithuania,2017,disease_absent,empty,empty
Lithuania,2018,disease_absent,empty,empty
Luxembourg,2005,disease_absent,empty,empty
Luxembourg,2006,disease_absent,empty,empty
Luxembourg,2009,disease_absent,empty,empty
Latvia,2005,disease_absent,empty,empty
Latvia,2006,disease_absent,empty,empty
Latvia,2007,disease_absent,empty,empty
Latvia,2008,disease_absent,empty,empty
Latvia,2009,disease_absent,empty,empty
Latvia,2010,disease_absent,empty,empty
Latvia,2011,disease_absent,empty,empty
Latvia,2012,disease_absent,empty,empty
Latvia,2013,disease_absent,empty,empty
Latvia,2014,disease_absent,empty,empty
Latvia,2015,disease_absent,empty,empty
Latvia,2016,disease_absent,empty,empty
Latvia,2017,disease_absent,empty,empty
Latvia,2018,disease_absent,empty,empty
Morocco,2015,disease_absent,empty,empty
Moldova,2006,disease_absent,empty,empty
Moldova,2009,disease_absent,empty,empty
Moldova,2010,disease_absent,empty,empty
Moldova,2011,disease_absent,empty,empty
Moldova,2012,disease_absent,empty,empty
Moldova,2013,disease_absent,empty,empty
Moldova,2014,disease_absent,empty,empty
Moldova,2015,disease_absent,empty,empty
Moldova,2016,disease_absent,empty,empty
Moldova,2017,disease_absent,empty,empty
Moldova,2018,disease_absent,empty,empty
Madagascar,2005,disease_absent,empty,empty
Madagascar,2006,disease_absent,empty,empty
Madagascar,2007,disease_absent,empty,empty
Madagascar,2008,disease_absent,empty,empty
Madagascar,2011,disease_absent,empty,empty
Madagascar,2016,disease_absent,empty,empty
Madagascar,2017,disease_absent,empty,empty
Maldives,2008,disease_absent,empty,empty
Maldives,2009,disease_absent,empty,empty
Maldives,2010,disease_absent,empty,empty
Maldives,2011,disease_absent,empty,empty
Maldives,2012,disease_absent,empty,empty
Maldives,2013,disease_absent,empty,empty
Maldives,2014,disease_absent,empty,empty
Melilla,2018,disease_absent,empty,empty
Mexico,2007,disease_absent,empty,empty
Mexico,2011,disease_absent,empty,empty
Mexico,2012,disease_absent,empty,empty
Mexico,2013,disease_absent,empty,empty
Mexico,2014,disease_absent,empty,empty
Mexico,2015,disease_absent,empty,empty
Mexico,2016,disease_absent,empty,empty
Mexico,2017,disease_absent,empty,empty
Former Yug. Rep. of Macedonia,2005,disease_absent,empty,empty
Former Yug. Rep. of Macedonia,2012,disease_absent,empty,empty
Former Yug. Rep. of Macedonia,2013,disease_absent,empty,empty
Former Yug. Rep. of Macedonia,2014,disease_absent,empty,empty
Former Yug. Rep. of Macedonia,2015,disease_absent,empty,empty
Former Yug. Rep. of Macedonia,2016,disease_absent,empty,empty
Former Yug. Rep. of Macedonia,2017,disease_absent,empty,empty
Former Yug. Rep. of Macedonia,2018,disease_absent,empty,empty
Mali,2005,disease_absent,empty,empty
Mali,2006,disease_absent,empty,empty
Mali,2008,disease_absent,empty,empty
Mali,2018,disease_absent,empty,empty
Malta,2009,disease_absent,empty,empty
Malta,2010,disease_absent,empty,empty
Malta,2011,disease_absent,empty,empty
Malta,2012,disease_absent,empty,empty
Malta,2013,disease_absent,empty,empty
Malta,2014,disease_absent,empty,empty
Malta,2015,disease_absent,empty,empty
Malta,2018,disease_absent,empty,empty
Myanmar,2005,disease_absent,empty,empty
Myanmar,2006,disease_absent,empty,empty
Myanmar,2007,disease_absent,empty,empty
Myanmar,2008,disease_absent,empty,empty
Myanmar,2009,disease_absent,empty,empty
Myanmar,2010,disease_absent,empty,empty
Myanmar,2012,disease_absent,empty,empty
Myanmar,2013,disease_absent,empty,empty
Myanmar,2014,disease_absent,empty,empty
Myanmar,2015,disease_absent,empty,empty
Montenegro,2007,disease_absent,empty,empty
Montenegro,2008,disease_absent,empty,empty
Montenegro,2009,disease_absent,empty,empty
Montenegro,2012,disease_absent,empty,empty
Montenegro,2014,disease_absent,empty,empty
Montenegro,2017,disease_absent,empty,empty
Mongolia,2015,disease_absent,empty,empty
Mongolia,2016,disease_absent,empty,empty
Mongolia,2017,disease_absent,empty,empty
Mozambique,2006,disease_absent,empty,empty
Mozambique,2007,disease_absent,empty,empty
Mozambique,2009,disease_absent,empty,empty
Mozambique,2012,disease_absent,empty,empty
Mozambique,2013,disease_absent,empty,empty
Mozambique,2014,disease_absent,empty,empty
Mozambique,2015,disease_absent,empty,empty
Mozambique,2016,disease_absent,empty,empty
Mozambique,2017,disease_absent,empty,empty
Mozambique,2018,disease_absent,empty,empty
Martinique (France),2007,disease_absent,empty,empty
Martinique (France),2008,disease_absent,empty,empty
Martinique (France),2011,disease_absent,empty,empty
Martinique (France),2012,disease_absent,empty,empty
Martinique (France),2013,disease_absent,empty,empty
Martinique (France),2014,disease_absent,empty,empty
Martinique (France),2015,disease_absent,empty,empty
Martinique (France),2016,disease_absent,empty,empty
Martinique (France),2017,disease_absent,empty,empty
Martinique (France),2018,disease_absent,empty,empty
Mauritius,2006,disease_absent,empty,empty
Mauritius,2009,disease_absent,empty,empty
Mauritius,2014,disease_absent,empty,empty
Mauritius,2015,disease_absent,empty,empty
Mauritius,2016,disease_absent,empty,empty
Mauritius,2017,disease_absent,empty,empty
Mauritius,2018,disease_absent,empty,empty
Malawi,2013,disease_absent,empty,empty
Malawi,2015,disease_absent,empty,empty
Malawi,2017,disease_absent,empty,empty
Malaysia,2017,disease_absent,empty,empty
Mayotte (France),2016,disease_absent,empty,empty
Mayotte (France),2017,disease_absent,empty,empty
Mayotte (France),2018,disease_absent,empty,empty
Namibia,2012,disease_absent,empty,empty
Namibia,2013,disease_absent,empty,empty
Namibia,2015,disease_absent,empty,empty
Namibia,2016,disease_absent,empty,empty
New Caledonia,2008,disease_absent,empty,empty
New Caledonia,2009,disease_absent,empty,empty
New Caledonia,2010,disease_absent,empty,empty
New Caledonia,2012,disease_absent,empty,empty
New Caledonia,2013,disease_absent,empty,empty
New Caledonia,2014,disease_absent,empty,empty
New Caledonia,2015,disease_absent,empty,empty
New Caledonia,2016,disease_absent,empty,empty
New Caledonia,2017,disease_absent,empty,empty
Niger,2009,disease_absent,empty,empty
Nigeria,2005,disease_absent,empty,empty
Nicaragua,2005,disease_absent,empty,empty
Nicaragua,2007,disease_absent,empty,empty
Nicaragua,2008,disease_absent,empty,empty
Nicaragua,2010,disease_absent,empty,empty
Nicaragua,2014,disease_absent,empty,empty
Nicaragua,2015,disease_absent,empty,empty
Nicaragua,2016,disease_absent,empty,empty
Netherlands,2005,disease_absent,empty,empty
Netherlands,2006,disease_absent,empty,empty
Netherlands,2007,disease_absent,empty,empty
Netherlands,2008,disease_absent,empty,empty
Netherlands,2009,disease_absent,empty,empty
Netherlands,2010,disease_absent,empty,empty
Netherlands,2011,disease_absent,empty,empty
Netherlands,2012,disease_absent,empty,empty
Netherlands,2013,disease_absent,empty,empty
Netherlands,2014,disease_absent,empty,empty
Netherlands,2015,disease_absent,empty,empty
Netherlands,2016,disease_absent,empty,empty
Netherlands,2017,disease_absent,empty,empty
Norway,2005,disease_absent,empty,empty
Norway,2006,disease_absent,empty,empty
Norway,2007,disease_absent,empty,empty
Nepal,2015,disease_absent,empty,empty
Nepal,2016,disease_absent,empty,empty
Nepal,2017,disease_absent,empty,empty
Nepal,2018,disease_absent,empty,empty
New Zealand,2005,disease_absent,empty,empty
New Zealand,2006,disease_absent,empty,empty
New Zealand,2007,disease_absent,empty,empty
New Zealand,2008,disease_absent,empty,empty
New Zealand,2009,disease_absent,empty,empty
New Zealand,2011,disease_absent,empty,empty
New Zealand,2012,disease_absent,empty,empty
New Zealand,2013,disease_absent,empty,empty
New Zealand,2014,disease_absent,empty,empty
New Zealand,2015,disease_absent,empty,empty
New Zealand,2016,disease_absent,empty,empty
New Zealand,2017,disease_absent,empty,empty
New Zealand,2018,disease_absent,empty,empty
Oman,2005,disease_absent,empty,empty
Pakistan,2007,disease_absent,empty,empty
Pakistan,2009,disease_absent,empty,empty
Pakistan,2011,disease_absent,empty,empty
Panama,2005,disease_absent,empty,empty
Panama,2006,disease_absent,empty,empty
Panama,2011,disease_absent,empty,empty
Panama,2012,disease_absent,empty,empty
Panama,2013,disease_absent,empty,empty
Panama,2014,disease_absent,empty,empty
Panama,2015,disease_absent,empty,empty
Peru,2006,disease_absent,empty,empty
Peru,2008,disease_absent,empty,empty
Peru,2012,disease_absent,empty,empty
Peru,2013,disease_absent,empty,empty
Peru,2014,disease_absent,empty,empty
Peru,2015,disease_absent,empty,empty
Peru,2016,disease_absent,empty,empty
Peru,2017,disease_absent,empty,empty
Peru,2018,disease_absent,empty,empty
Philippines,2007,disease_absent,empty,empty
Philippines,2014,disease_absent,empty,empty
Poland,2008,disease_absent,empty,empty
Korea (Dem. People's Rep.),2007,disease_absent,empty,empty
Korea (Dem. People's Rep.),2011,disease_absent,empty,empty
Portugal,2005,disease_absent,empty,empty
Portugal,2006,disease_absent,empty,empty
Portugal,2008,disease_absent,empty,empty
Portugal,2015,disease_absent,empty,empty
Portugal,2018,disease_absent,empty,empty
Paraguay,2016,disease_absent,empty,empty
Paraguay,2017,disease_absent,empty,empty
Paraguay,2018,disease_absent,empty,empty
Palestinian Auton. Territories,2005,disease_absent,empty,empty
Palestinian Auton. Territories,2006,disease_absent,empty,empty
Palestinian Auton. Territories,2007,disease_absent,empty,empty
Palestinian Auton. Territories,2010,disease_absent,empty,empty
Palestinian Auton. Territories,2011,disease_absent,empty,empty
Palestinian Auton. Territories,2012,disease_absent,empty,empty
Palestinian Auton. Territories,2013,disease_absent,empty,empty
Palestinian Auton. Territories,2014,disease_absent,empty,empty
Palestinian Auton. Territories,2015,disease_absent,empty,empty
Palestinian Auton. Territories,2016,disease_absent,empty,empty
Palestinian Auton. Territories,2017,disease_absent,empty,empty
French Polynesia,2005,disease_absent,empty,empty
French Polynesia,2006,disease_absent,empty,empty
French Polynesia,2007,disease_absent,empty,empty
French Polynesia,2008,disease_absent,empty,empty
French Polynesia,2009,disease_absent,empty,empty
French Polynesia,2010,disease_absent,empty,empty
French Polynesia,2011,disease_absent,empty,empty
French Polynesia,2012,disease_absent,empty,empty
French Polynesia,2013,disease_absent,empty,empty
French Polynesia,2014,disease_absent,empty,empty
French Polynesia,2015,disease_absent,empty,empty
French Polynesia,2016,disease_absent,empty,empty
French Polynesia,2017,disease_absent,empty,empty
French Polynesia,2018,disease_absent,empty,empty
Qatar,2005,disease_absent,empty,empty
Qatar,2006,disease_absent,empty,empty
Qatar,2010,disease_absent,empty,empty
Qatar,2011,disease_absent,empty,empty
Qatar,2013,disease_absent,empty,empty
Qatar,2014,disease_absent,empty,empty
Qatar,2015,disease_absent,empty,empty
Qatar,2016,disease_absent,empty,empty
Qatar,2017,disease_absent,empty,empty
Qatar,2018,disease_absent,empty,empty
Reunion (France),2009,disease_absent,empty,empty
Reunion (France),2010,disease_absent,empty,empty
