id,preferred_label,synonyms,class_desc
mh18,infectious salmon anaemia (fish),infectious salmon anaemia,disease specific
ag334,infectious salmon anaemia virus,isav,pathogen
ma443,infectious synovitis,NA,disease group
mh580,infectious synovitis (poultry),infectious synovitis,disease specific
ma240,intestinal spirochetosis,NA,disease group
mh105,intestinal spirochetosis (swine),intestinal spirochetosis,disease specific
iridovirus,iridovirus,NA,NA
ma232,israeli acute paralysis bee virus,NA,disease group
mh492,israeli acute paralysis bee virus (bee),israeli acute paralysis bee virus,disease specific
mh492,israeli acute paralysis bee virus (bee),apv,disease specific
ag291,israeli acute paralysis virus,iapv,pathogen
ag180,jaagsiekte sheep retrovirus,jrsv,pathogen
ag104,japanese b encephalitis virus,jbe virus,pathogen
ag104,japanese b encephalitis virus,japanese b virus,pathogen
mh123,japanese b encephalitis virus infection (swine),jbe,disease specific
mh123,japanese b encephalitis virus infection (swine),japanese b encephalitis virus infection,disease specific
ma88,japanese encephalitis,NA,disease group
mh128,japanese encephalitis (equidae),japanese encephalitis,disease specific
ag289,kashmir bee virus,kbv,pathogen
ma230,kashmir bee virus,NA,disease group
mh489,kashmir bee virus (bee),kashmir bee virus,disease specific
mh489,kashmir bee virus (bee),kbv,disease specific
ag740,klebsiella,NA,pathogen
ag68,klebsiella aerogenes,NA,pathogen
ma128,klebsiella pneumoniae,NA,disease group
ag700,klebsiella pneumoniae,NA,pathogen
mh234,klebsiella pneumoniae (rabbit),klebsiella pneumoniae,disease specific
ma281,koi herpesvirus disease,NA,disease group
mh210,koi herpesvirus disease (fish),khvd,disease specific
mh210,koi herpesvirus disease (fish),koi herpesvirus disease,disease specific
ag442,kudoa thyrsites,NA,pathogen
ma354,kudoasis,NA,disease group
mh235,kudoasis (fish),kudoasis,disease specific
ma310,lactococcosis disease,NA,disease group
mh237,lactococcosis disease (fish),lactococcosis disease,disease specific
ag366,lactococcus garvieae,NA,pathogen
ma162,lamb dysentery,NA,disease group
mh114,"lamb dysentery (sheep, goat)",enterotoxemia,disease specific
mh114,"lamb dysentery (sheep, goat)",lamb dysentery,disease specific
ma374,larval clinostomosis,NA,disease group
mh452,larval clinostomosis (fish),larval clinostomosis,disease specific
ag302,lawsonia intracellularis,NA,pathogen
ag416,lepeophtheirus salmonis,NA,pathogen
lepidoptere,lepidoptere,NA,NA
ag112,leptospira interrogans,NA,pathogen
ag57,leptospira interrogans,NA,pathogen
ma42,leptospirosis,NA,disease group
mh238,leptospirosis (cattle),leptospirosis,disease specific
mh239,leptospirosis (equidae),leptospirosis,disease specific
mh240,"leptospirosis (sheep, goat)",leptospirosis,disease specific
mh241,leptospirosis (swine),leptospirosis,disease specific
ag418,lernaea spp.,NA,pathogen
mh355,lice (cattle),pediculosis,disease specific
mh355,lice (cattle),lice,disease specific
ag409,ligula intestinalis,NA,pathogen
ag751,linognatus vituli,NA,pathogen
ag59,listeria monocytogenes,NA,pathogen
ma44,listeriosis,NA,disease group
mh244,listeriosis (cattle),listerellosis,disease specific
mh244,listeriosis (cattle),circling disease,disease specific
mh244,listeriosis (cattle),listeriosis,disease specific
mh245,listeriosis (equidae),listeriosis,disease specific
mh551,listeriosis (poultry),listeriosis,disease specific
mh246,listeriosis (rabbit),listeriosis,disease specific
mh247,"listeriosis (sheep, goat)",listeriosis,disease specific
mh248,listeriosis (swine),listeriosis,disease specific
ag163,listrophorus gibbus,NA,pathogen
ma165,louping-ill,NA,disease group
mh251,"louping-ill (sheep, goat)",ovine encephalomyelitis,disease specific
mh251,"louping-ill (sheep, goat)",louping-ill,disease specific
ag71,lucilia sericata,NA,pathogen
ag235,lucilia spp.,NA,pathogen
ma22,lumpy skin disease,NA,disease group
mh103,lumpy skin disease (cattle),lumpy skin disease,disease specific
mh103,lumpy skin disease (cattle),lsd,disease specific
ag31,lumpy skin disease virus,NA,pathogen
mh267,lyme borreliosis (cattle),lyme disease,disease specific
mh267,lyme borreliosis (cattle),lyme borreliosis,disease specific
ma46,lyme disease,NA,disease group
mh266,"lyme disease (sheep, goat)",lyme disease,disease specific
mh266,"lyme disease (sheep, goat)",borreliosis,disease specific
ma287,lymphocystis,NA,disease group
mh276,lymphocystis (fish),lymphocystis,disease specific
ag342,lymphocystis disease virus 1,lcdv-1,pathogen
ma422,lymphoid leukosis,NA,disease group
mh550,lymphoid leukosis (poultry),avian leukosis,disease specific
mh550,lymphoid leukosis (poultry),lymphoid leukosis,disease specific
ag292,macracanthorhynchus hirudinaceus,NA,pathogen
ma181,maedi visna,NA,disease group
mh255,"maedi visna (sheep, goat)",progressive ovine pneumonia,disease specific
mh255,"maedi visna (sheep, goat)",maedi visna,disease specific
ag226,maedi-visna virus,visna virus,pathogen
mh77,malign foot and mouth disease (sheep),catarrhal fever,disease specific
mh77,malign foot and mouth disease (sheep),malign foot and mouth disease,disease specific
mh77,malign foot and mouth disease (sheep),gangrenous coryza,disease specific
mh77,malign foot and mouth disease (sheep),malignant head catarrh,disease specific
mh77,malign foot and mouth disease (sheep),snotsiekte,disease specific
mh77,malign foot and mouth disease (sheep),mcf,disease specific
ma15,malignant catarrhal fever,NA,disease group
mh76,malignant catarrhal fever (cattle),malignant catarrhal fever,disease specific
mh76,malignant catarrhal fever (cattle),catarrhal fever,disease specific
mh76,malignant catarrhal fever (cattle),gangrenous coryza,disease specific
mh76,malignant catarrhal fever (cattle),malignant head catarrh,disease specific
mh76,malignant catarrhal fever (cattle),snotsiekte,disease specific
ma177,malignant edema,NA,disease group
mh194,"malignant edema (sheep, goat)",braxy,disease specific
mh194,"malignant edema (sheep, goat)",malignant edema,disease specific
ag259,malpighamoeba mellificae,NA,pathogen
ag744,mannheimia haemolytica,NA,pathogen
ma424,marble spleen disease,NA,disease group
mh553,marble spleen disease (poultry),marble spleen disease,disease specific
ma425,marek's disease,NA,disease group
mh554,marek's disease (poultry),marek's disease,disease specific
ag735,marek's disease virus,NA,pathogen
ag488,marteilia refringens,NA,pathogen
ma379,marteiliosis,NA,disease group
mh287,marteiliosis (mollusc),marteiliosis,disease specific
ma50,mastitis,NA,disease group
ma49,mastitis,NA,disease group
ma47,mastitis,NA,disease group
mh283,mastitis (cattle),mastitis,disease specific
mh279,mastitis (cattle),mastitis,disease specific
mh278,mastitis (cattle),mastitis,disease specific
mh284,"mastitis (sheep, goat)",mastitis,disease specific
mh285,mastitis (swine),mastitis,disease specific
ma100,melioidosis,NA,disease group
mh288,melioidosis (equidae),melioidosis,disease specific
mh288,melioidosis (equidae),glanders,disease specific
ag274,melissococcus plutonius,NA,pathogen
ag233,melophagus ovinus,NA,pathogen
mesomycetozoaires,mesomycetozoaires,NA,NA
ag316,metastrongylus elongatus (apri),NA,pathogen
ag318,metastrongylus pudendotectus,NA,pathogen
ag317,metastrongylus salmi,NA,pathogen
ma380,microcytosis,NA,disease group
mh293,microcytosis (mollusc),microcytosis,disease specific
microspora,microspora,NA,NA
ag174,microsporum canis,NA,pathogen
ag30,microsporum spp.,NA,pathogen
ag489,mikrocytos mackini,NA,pathogen
mollusque,mollusc,NA,NA
ag706,moniezia expansa,NA,pathogen
ag445,monocotylidae,NA,pathogen
monogene,monogene,NA,NA
ma355,monogeneasis,NA,disease group
mh294,monogeneasis (fish),monogeneasis,disease specific
ag56,moraxella bovis,NA,pathogen
ag367,moritella viscosa,NA,pathogen
ma124,mucoïd enteritis,NA,disease group
mh140,mucoïd enteritis (rabbit),mucoïd enteropathy,disease specific
mh140,mucoïd enteritis (rabbit),mucoïd enteritis,disease specific
ag242,muellerius capillaris,NA,pathogen
multifactoriel,multifactoriel,NA,NA
ag279,murator acetulae,NA,pathogen
ag725,muscovy duck reovirus,NA,pathogen
ma434,muscovy duck reovirus infection,NA,disease group
mh565,muscovy duck reovirus infection (poultry),muscovy duck reovirus infection,disease specific
ma312,mycobacterial disease,NA,disease group
mh296,mycobacterial disease (fish),mycobacterial disease,disease specific
ag372,mycobacterium abscessus,NA,pathogen
ag176,mycobacterium avium,NA,pathogen
ag545,mycobacterium avium subsp. avium,NA,pathogen
ag35,mycobacterium avium subsp. paratuberculosis,NA,pathogen
ag120,mycobacterium bovis,NA,pathogen
ag96,mycobacterium bovis,NA,pathogen
ag371,mycobacterium chelonae,NA,pathogen
ag370,mycobacterium fortuitum,NA,pathogen
ag369,mycobacterium marinum,NA,pathogen
ag97,mycobacterium tuberculosis,NA,pathogen
ag121,mycobacterium tuberculosis,NA,pathogen
ma131,mycomatosis,NA,disease group
mh307,mycomatosis (rabbit),mycomatosis,disease specific
mh307,mycomatosis (rabbit),sanarelli disease,disease specific
ag182,mycoplasma agalactiae,NA,pathogen
ag156,mycoplasma arginini,NA,pathogen
ag98,mycoplasma bovigenitalium,NA,pathogen
ag55,mycoplasma bovis,NA,pathogen
ag184,mycoplasma capricolum,mcc,pathogen
ag241,mycoplasma capricolum subsp. capripneumoniae,NA,pathogen
ag225,mycoplasma conjunctivae,NA,pathogen
mh297,mycoplasma disease (cattle),mycoplasma disease,disease specific
ag720,mycoplasma gallisepticum,NA,pathogen
ag323,mycoplasma hyopneumoniae,NA,pathogen
ag324,mycoplasma hyorhinis,NA,pathogen
ag707,mycoplasma hyosynoviae,NA,pathogen
ma429,mycoplasma infection,NA,disease group
mh558,mycoplasma infection (poultry),mycoplasma synoviae infection,disease specific
mh558,mycoplasma infection (poultry),mycoplasma gallisepticum infection,disease specific
mh558,mycoplasma infection (poultry),mycoplasma meleagridis infection,disease specific
mh558,mycoplasma infection (poultry),chronic respiratory disease,disease specific
mh558,mycoplasma infection (poultry),mycoplasma infection,disease specific
mh558,mycoplasma infection (poultry),infectious sinusitis,disease specific
ag524,mycoplasma meleagridis,NA,pathogen
ag183,mycoplasma mycoides,NA,pathogen
ag745,mycoplasma mycoides subsp. mycoides,NA,pathogen
ag705,mycoplasma ovipneumoniae,NA,pathogen
ag213,mycoplasma ovis,NA,pathogen
ag542,mycoplasma synoviae,NA,pathogen
ma40,mycoplasmal pneumonia,NA,disease group
ma267,mycoplasmal pneumonia,NA,disease group
mh224,mycoplasmal pneumonia (cattle),mycoplasmal pneumonia,disease specific
mh605,mycoplasmal pneumonia (swine),mycoplasmal pneumonia,disease specific
mh605,mycoplasmal pneumonia (swine),viral pneumonia,disease specific
mh605,mycoplasmal pneumonia (swine),enzootic pneumonia,disease specific
mycoplasme,mycoplasme,NA,NA
ma53,mycoplasmosis,NA,disease group
mh298,mycoplasmosis (rabbit),mycoplasmosis,disease specific
ma180,mycotoxic lupinosis,NA,disease group
mh252,"mycotoxic lupinosis (sheep, goat)",mycotoxic lupinosis,disease specific
mh252,"mycotoxic lupinosis (sheep, goat)",phomopsis toxicosis,disease specific
mycotoxine,mycotoxine,NA,NA
mh303,myiasis (cattle),myiasis,disease specific
ma104,myopathy due to training,NA,disease group
mh305,myopathy due to training (equidae),thying up,disease specific
mh305,myopathy due to training (equidae),laminitis,disease specific
mh305,myopathy due to training (equidae),azoturia,disease specific
mh305,myopathy due to training (equidae),atypical myoglobinuria,disease specific
mh305,myopathy due to training (equidae),rhabdomylosis,disease specific
mh305,myopathy due to training (equidae),atypical myopathy,disease specific
mh305,myopathy due to training (equidae),myopathy due to training,disease specific
ma189,myrotheciotoxicosis or tricothecene toxicosis,NA,disease group
mh306,"myrotheciotoxicosis or tricothecene toxicosis (sheep, goat)",myrotheciotoxicosis or tricothecene toxicosis,disease specific
ag479,myxobolus cerebralis,NA,pathogen
ag157,myxoma virus,NA,pathogen
myxozoaire,myxozoaire,NA,NA
ma184,nairobi disease,NA,disease group
mh269,"nairobi disease (sheep, goat)",nairobi disease,disease specific
ag229,nairobi sheep disease virus,nsdv,pathogen
ma55,necrobacillosis,NA,disease group
mh308,necrobacillosis (rabbit),schmörl's disease,disease specific
mh308,necrobacillosis (rabbit),necrobacillosis,disease specific
ma247,necrotic enteritis,NA,disease group
mh141,necrotic enteritis (swine),necrotic enteritis,disease specific
mh209,"necrotic hepatitis (sheep, goat)",necrotic hepatitis,disease specific
mh209,"necrotic hepatitis (sheep, goat)",infectious necrotic hepatitis,disease specific
mh209,"necrotic hepatitis (sheep, goat)",black disease,disease specific
mh309,necrotic laryngitis (cattle),laryngeal necrobacillosis,disease specific
mh309,necrotic laryngitis (cattle),necrotic laryngitis,disease specific
mh309,necrotic laryngitis (cattle),calf diphtheria,disease specific
nematode,nematode,NA,NA
ma203,nematodirosis,NA,disease group
mh315,"nematodirosis (sheep, goat)",nematodirosis,disease specific
ag217,nematodirus spp.,NA,pathogen
ma363,nematodosis,NA,disease group
ma359,nematodosis,NA,disease group
ma360,nematodosis,NA,disease group
mh316,nematodosis (crustacean),nematodosis,disease specific
mh93,nematodosis (fish),nematodosis,disease specific
mh317,nematodosis (fish),nematodosis,disease specific
mh352,nematodosis (fish),nematodosis,disease specific
ag403,neoparamoeba perurans,NA,pathogen
ag74,neospora caninum,NA,pathogen
ma56,neosporosis,NA,disease group
mh318,neosporosis (cattle),neosporosis,disease specific
mh318,neosporosis (cattle),neospora abortion,disease specific
ma426,newcastle disease,NA,disease group
mh555,newcastle disease (poultry),avian pneumoencephalitis,disease specific
mh555,newcastle disease (poultry),exotic or velogenic newcastle disease,disease specific
mh555,newcastle disease (poultry),newcastle disease,disease specific
ag736,newcastle disease virus,ndv,pathogen
nimavirus,nimavirus,NA,NA
ag766,nipah virus,niv,pathogen
ma244,nipah virus disease,NA,disease group
mh426,nipah virus disease (swine),nipah virus disease,disease specific
ag66,nocardia asteroides,NA,pathogen
ma313,nocardia disease,NA,disease group
mh320,nocardia disease (fish),nocardia disease,disease specific
ag373,nocardia seriolae,NA,pathogen
mh319,nocardiosis (cattle),nocardiosis,disease specific
nodavirus,nodavirus,NA,NA
ma261,nodular worm infection,NA,disease group
mh323,nodular worm infection (swine),oesophagostomiasis,disease specific
mh323,nodular worm infection (swine),nodular worm infection,disease specific
ma149,nonsuppurative polyarthritis,NA,disease group
mh26,"nonsuppurative polyarthritis (sheep, goat)",joint-ill,disease specific
mh26,"nonsuppurative polyarthritis (sheep, goat)",nonsuppurative polyarthritis,disease specific
ma208,nosema,NA,disease group
mh322,nosema (bee),nosema,disease specific
ag261,nosema apis zander,NA,pathogen
ag262,nosema ceranae,NA,pathogen
ag46,notoedres,NA,pathogen
ag345,novirhabdovirus,ihnv,pathogen
ag345,novirhabdovirus,infectious hematopoietic necrosis virus,pathogen
ag449,ochroconis humicola,NA,pathogen
ag437,octomitus spp.,NA,pathogen
ag256,oesophagostomum,NA,pathogen
ag237,oestrus ovis,NA,pathogen
ag338,oncorhynchus masou virus,omv,pathogen
ma283,oncorhynchus masou virus disease,NA,disease group
mh211,oncorhynchus masou virus disease (fish),oncorhynchus masou virus disease,disease specific
mh211,oncorhynchus masou virus disease (fish),omvd,disease specific
ma365,oodiniosis,NA,disease group
mh326,oodiniosis (fish),amyloodiniosis,disease specific
mh326,oodiniosis (fish),oodiniosis,disease specific
oomycete,oomycete,NA,NA
ag252,ostertagia spp.,NA,pathogen
ma29,ovine bluetongue disease,NA,disease group
mh166,ovine bluetongue disease (cattle),blue-tongue,disease specific
mh166,ovine bluetongue disease (cattle),ovine bluetongue disease,disease specific
mh165,"ovine bluetongue disease (sheep, goat)",ovine bluetongue disease,disease specific
mh165,"ovine bluetongue disease (sheep, goat)",bluetongue,disease specific
ma170,ovine contagious epididymitis,NA,disease group
mh154,"ovine contagious epididymitis (sheep, goat)",contagious ram epididymitis,disease specific
mh154,"ovine contagious epididymitis (sheep, goat)",ovine contagious epididymitis,disease specific
mh154,"ovine contagious epididymitis (sheep, goat)",b. ovis brucellosis,disease specific
ag758,ovine herpesvirus-2,NA,pathogen
ma191,ovine oestrosis,NA,disease group
mh325,"ovine oestrosis (sheep, goat)",ovine oestrosis,disease specific
ma194,ovine pestivirus,NA,disease group
mh351,"ovine pestivirus (sheep, goat)",ovine pestivirus,disease specific
mh351,"ovine pestivirus (sheep, goat)",border disease,disease specific
ma156,ovine pox disease,NA,disease group
mh473,ovine pox disease (goat),ovine pox disease,disease specific
ma134,oxyurosis,NA,disease group
mh327,oxyurosis (rabbit),oxyurosis,disease specific
ag275,paenibacillus larvae,NA,pathogen
mh328,"papillomatosis (sheep, goat)",warts,disease specific
mh328,"papillomatosis (sheep, goat)",papillomatosis,disease specific
ag238,papovavirus,NA,pathogen
ag742,parafilaria bovicola,NA,pathogen
ma659,parafilaria infection,NA,disease group
mh331,parafilaria infection (cattle),parafilaria infection,disease specific
paramyxea,paramyxea,NA,NA
paramyxovirus,paramyxovirus,NA,NA
ag128,paranoplocephala mamillana,NA,pathogen
ag210,parapoxvirus ovis,NA,pathogen
parasite,parasite,NA,NA
parasite_protozoaire,parasite_protozoaire,NA,NA
ma204,parasitic gastroenteritis,NA,disease group
mh192,"parasitic gastroenteritis (sheep, goat)",gastro intestinal strongylosis,disease specific
mh192,"parasitic gastroenteritis (sheep, goat)",parasitic gastroenteritis,disease specific
ma26,paratuberculosis,NA,disease group
mh333,paratuberculosis (cattle),johne's disease,disease specific
mh333,paratuberculosis (cattle),paratuberculosis,disease specific
mh334,"paratuberculosis (sheep, goat)",johne disease,disease specific
mh334,"paratuberculosis (sheep, goat)",paratuberculosis,disease specific
ma396,paratyphoid,NA,disease group
mh506,paratyphoid (poultry),paratyphoid,disease specific
parvovirus,parvovirus,NA,NA
parvovirus_probable,parvovirus_probable,NA,NA
ma179,paspalum staggers,NA,disease group
mh229,"paspalum staggers (sheep, goat)",paspalum staggers,disease specific
ag160,passalurus ambiguus,NA,pathogen
ag78,pasteurella multocida,NA,pathogen
ag375,pasteurella skyensis,NA,pathogen
ma314,pasteurellosis,NA,disease group
mh340,pasteurellosis (equidae),pasteurellosis,disease specific
mh338,pasteurellosis (fish),pasteurellosis,disease specific
mh341,pasteurellosis (rabbit),coryza in rabbits,disease specific
mh341,pasteurellosis (rabbit),pasteurellosis,disease specific
mh341,pasteurellosis (rabbit),contagious coryza,disease specific
mh337,"pasteurellosis (sheep, goat)",pasteurellosis,disease specific
mh342,pasteurellosis (swine),pasteurellosis,disease specific
pathogenicagent,pathogenic agent,NA,NA
ag494,penaeus monodon-type baculovirus,mbv,pathogen
ma201,perennial ryegrass staggers,NA,disease group
ma178,perennial ryegrass staggers,NA,disease group
mh228,"perennial ryegrass staggers (sheep, goat)",perennial ryegrass staggers,disease specific
mh435,"perennial ryegrass staggers (sheep, goat)",ryegrass ataxia,disease specific
mh435,"perennial ryegrass staggers (sheep, goat)",perennial ryegrass staggers,disease specific
ma381,perkinsosis,NA,disease group
mh344,perkinsosis (mollusc),perkinsosis,disease specific
ag490,perkinsus marinus,NA,pathogen
ag491,perkinsus olseni,NA,pathogen
ma193,peste des petits ruminants,NA,disease group
mh347,"peste des petits ruminants (sheep, goat)",ppr,disease specific
mh347,"peste des petits ruminants (sheep, goat)",caprine pleague,disease specific
mh347,"peste des petits ruminants (sheep, goat)",peste des petits ruminants,disease specific
ag704,peste des petits ruminants virus,NA,pathogen
ag457,philometra,NA,pathogen
ag461,phocascaris spp.,NA,pathogen
ag447,phoma herbarum,NA,pathogen
ma315,photobacteriosis,NA,disease group
mh353,photobacteriosis (fish),photobacteriosis,disease specific
ag376,photobacterium damselae,NA,pathogen
ma295,pike fry rhabdovirosis,NA,disease group
mh381,pike fry rhabdovirosis (fish),pike fry rhabdovirosis,disease specific
ag438,piscicola spp.,NA,pathogen
ag466,piscinoodinium pillulare,NA,pathogen
ag377,piscirickettsia salmonis,NA,pathogen
ma63,pityriasis,NA,disease group
mh354,pityriasis (rabbit),pityriasis,disease specific
mh354,pityriasis (rabbit),lice,disease specific
ma265,pityriasis rosea,NA,disease group
mh359,pityriasis rosea (swine),pityriasis rosea,disease specific
mh359,pityriasis rosea (swine),pustular dermatitis,disease specific
ag468,pleistophora hyphessobryconis,NA,pathogen
ag469,pleistophora spp.,NA,pathogen
ma366,pleistophorosis,NA,disease group
mh360,pleistophorosis (fish),pleistophorosis,disease specific
ma236,pleuropneumonia,NA,disease group
mh362,pleuropneumonia (swine),porcine pleuropneumonia,disease specific
mh362,pleuropneumonia (swine),pleuropneumonia,disease specific
ma135,pneumocystis,NA,disease group
mh363,pneumocystis (rabbit),pneumocystis,disease specific
ag162,pneumocystis carinii,NA,pathogen
ma60,pneumonic pasteurellosis,NA,disease group
mh339,pneumonic pasteurellosis (cattle),pneumonic pasteurellosis,disease specific
ag451,poecilomyces,NA,pathogen
ag715,polymorphus minutus,NA,pathogen
ag399,pomphorhynchus spp.,NA,pathogen
ma255,porcine circovirus diseases,NA,disease group
mh264,porcine circovirus diseases (swine),porcine dermatitis and nephropathy syndrome,disease specific
mh264,porcine circovirus diseases (swine),porcine circovirus diseases,disease specific
mh264,porcine circovirus diseases (swine),postweaning multisystemic wasting syndrome,disease specific
ag310,porcine circovirus type 2 viruses,pcv2,pathogen
ag326,porcine cytomegalovirus,pcmv,pathogen
ma270,porcine cytomegalovirus infection,NA,disease group
mh383,porcine cytomegalovirus infection (swine),porcine cytomegalovirus infection,disease specific
ma242,porcine epidemic diarrhea,NA,disease group
mh106,porcine epidemic diarrhea (swine),ped,disease specific
mh106,porcine epidemic diarrhea (swine),porcine epidemic diarrhea,disease specific
ag756,porcine epidemic diarrhea virus,pedv,pathogen
ma257,porcine hemagglutinating encephalomyelitis,NA,disease group
ma245,porcine hemagglutinating encephalomyelitis,NA,disease group
mh274,porcine hemagglutinating encephalomyelitis (swine),porcine hemagglutinating encephalomyelitis,disease specific
mh274,porcine hemagglutinating encephalomyelitis (swine),coronaviral encephalomyelitis,disease specific
mh274,porcine hemagglutinating encephalomyelitis (swine),vomiting and wasting disease,disease specific
mh132,porcine hemagglutinating encephalomyelitis (swine),porcine hemagglutinating encephalomyelitis,disease specific
ag300,porcine hemagglutinating encephalomyelitis virus,phev,pathogen
ag312,porcine hemagglutinating encephalomyelitis virus,phev,pathogen
ag3199,porcine parvovirus,ppv,pathogen
ma262,porcine parvovirus infection,NA,disease group
mh336,porcine parvovirus infection (swine),ppv infection,disease specific
mh336,porcine parvovirus infection (swine),porcine parvovirus infection,disease specific
ma248,porcine proliferative enteropathy,NA,disease group
mh144,porcine proliferative enteropathy (swine),porcine proliferative enteropathy,disease specific
mh144,porcine proliferative enteropathy (swine),ileitis,disease specific
ag765,porcine reproductive & respiratory syndrome virus,prrsv,pathogen
ma451,porcine reproductive and respiratory syndrome,NA,disease group
mh425,porcine reproductive and respiratory syndrome (swine),blue-ear disease,disease specific
mh425,porcine reproductive and respiratory syndrome (swine),porcine reproductive and respiratory syndrome,disease specific
mh425,porcine reproductive and respiratory syndrome (swine),prrs,disease specific
ag296,porcine respiratory corona virus,prcv,pathogen
ma241,porcine respiratory corona virus infection,NA,disease group
mh75,porcine respiratory corona virus infection (swine),porcine respiratory corona virus infection,disease specific
mh75,porcine respiratory corona virus infection (swine),prcv,disease specific
ag301,porcine teschovirus-1,ptv-1,pathogen
volaille,poultry,NA,NA
poxvirus,poxvirus,NA,NA
ma188,"primary screwworm, new world screwworm",NA,disease group
mh301,"primary screwworm, new world screwworm (sheep, goat)","primary screwworm, new world screwworm",disease specific
ag33,prion,NA,pathogen
productionanimal,production animal,NA,NA
ma348,proliferative gill disease of channel catfish,NA,disease group
mh207,proliferative gill disease of channel catfish (fish),proliferative gill disease of channel catfish,disease specific
mh207,proliferative gill disease of channel catfish (fish),pgd,disease specific
ma371,proliferative kidney disease,NA,disease group
mh440,proliferative kidney disease (fish),pkd,disease specific
mh440,proliferative kidney disease (fish),proliferative kidney disease,disease specific
ag410,proteocephalus,NA,pathogen
ag243,protostrongylus rufescens,NA,pathogen
protozoaire,protozoaire,NA,NA
ma136,pseudo rabies,NA,disease group
mh369,pseudo rabies (rabbit),pseudo rabies,disease specific
mh369,pseudo rabies (rabbit),cheyletiellosis,disease specific
ma299,pseudo-kidney disease,NA,disease group
mh236,pseudo-kidney disease (fish),pseudo-kidney disease,disease specific
ma64,pseudocowpox,NA,disease group
mh335,pseudocowpox (cattle),paravaccinia,disease specific
mh335,pseudocowpox (cattle),milker's nodes,disease specific
mh335,pseudocowpox (cattle),pseudocowpox,disease specific
ag741,pseudocowpox virus,NA,pathogen
ag232,pseudomonas aeruginosa,NA,pathogen
ag379,pseudomonas anguilliseptica,NA,pathogen
ag378,pseudomonas fluorescens,NA,pathogen
ma317,pseudomonas infection,NA,disease group
mh370,pseudomonas infection (fish),pseudomonas infection,disease specific
ag380,pseudomonas plecoglossicvida,NA,pathogen
mh258,pseudorabies (cattle),aujeszky's disease,disease specific
mh258,pseudorabies (cattle),pseudorabies,disease specific
mh258,pseudorabies (cattle),mad itch,disease specific
mh260,pseudorabies (swine),aujeszky's disease,disease specific
mh260,pseudorabies (swine),pseudorabies,disease specific
mh260,pseudorabies (swine),mad itch,disease specific
ag459,pseudoterranova spp.,NA,pathogen
ma137,pseudotuberculosis,NA,disease group
mh586,pseudotuberculosis (poultry),pseudotuberculosis,disease specific
mh371,pseudotuberculosis (rabbit),yersiniosis,disease specific
mh371,pseudotuberculosis (rabbit),pseudotuberculosis,disease specific
ag159,psoroptes cuniculi,NA,pathogen
ag109,psoroptes equi,NA,pathogen
ag44,psoroptes ovis,NA,pathogen
ag218,psoroptes ovis,NA,pathogen
ma138,pulicosis,NA,disease group
mh372,pulicosis (rabbit),pulicosis,disease specific
ma433,pullorum disease,NA,disease group
mh564,pullorum disease (poultry),pullorum disease,disease specific
ma145,pulmonary adenomatosis,NA,disease group
mh8,"pulmonary adenomatosis (sheep, goat)",pulmonary adenomatosis,disease specific
mh8,"pulmonary adenomatosis (sheep, goat)",jaagsiekte,disease specific
ma87,pulmonary emphysema,NA,disease group
mh122,pulmonary emphysema (equidae),chronic emphysema,disease specific
mh122,pulmonary emphysema (equidae),pulmonary emphysema,disease specific
ma186,purulent mastitis,NA,disease group
mh286,"purulent mastitis (sheep, goat)",purulent mastitis,disease specific
ma65,pyelonephritis,NA,disease group
mh374,pyelonephritis (cattle),pyelonephritis,disease specific
mh374,pyelonephritis (cattle),contagious bovine pyelonephritis,disease specific
mh374,pyelonephritis (cattle),bovine cystitis,disease specific
ma32,q fever,NA,disease group
mh174,q fever (cattle),q fever,disease specific
mh173,"q fever (sheep, goat)",q fever,disease specific
lapin,rabbit,NA,NA
ag155,rabbit hemorrhagic disease virus,rhdv,pathogen
ma66,rabies,NA,disease group
mh375,rabies (cattle),rabies,disease specific
mh376,rabies (equidae),rabies,disease specific
mh377,rabies (rabbit),rabies,disease specific
mh378,"rabies (sheep, goat)",rabies,disease specific
mh379,rabies (swine),rabies,disease specific
ag79,rabies virus,NA,pathogen
ma306,rainbow trout fry syndrome,NA,disease group
mh176,rainbow trout fry syndrome (fish),rainbow trout fry syndrome,disease specific
mh176,rainbow trout fry syndrome (fish),rtfs,disease specific
ma302,rainbow trout gastroenteritis,NA,disease group
mh136,rainbow trout gastroenteritis (fish),rtge,disease specific
mh136,rainbow trout gastroenteritis (fish),rainbow trout gastroenteritis,disease specific
ma285,red sea bream iridoviral disease rsivd,NA,disease group
mh230,red sea bream iridoviral disease rsivd (fish),red sea bream iridoviral disease rsivd,disease specific
mh230,red sea bream iridoviral disease rsivd (fish),rsivd,disease specific
ag340,red sea bream iridovirus,rsiv,pathogen
ma35,red water disease,NA,disease group
mh205,"red water disease (sheep, goat)",red water disease,disease specific
ma404,renal coccidiosis,NA,disease group
mh523,renal coccidiosis (poultry),renal coccidiosis,disease specific
ag381,renibacterium salmoninarum,NA,pathogen
rhabdovirus,rhabdovirus,NA,NA
ag350,rhabdovirus,NA,pathogen
rhizopodes,rhizopodes,NA,NA
ag383,rhodococcus erythropolis,NA,pathogen
ag382,rhodococcus sp.,NA,pathogen
ag532,riemerella anatipestifer,NA,pathogen
ma436,riemerella anatipestifer infection,NA,disease group
